,ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
128,145,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,3,2369.07
129,146,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2519.38
130,149,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2424.07
131,150,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,3,2,2461.39
132,151,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Fatal,Early Morning,Snow,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,3,2,1855.01
133,152,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2265.49
134,153,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1794.39
135,154,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1858.89
136,155,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,1678.68
137,156,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,2,2,1802.13
138,157,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,1574.23
139,158,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2126.76
140,159,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1850.21
141,160,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1922.77
142,161,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2077.56
143,162,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2539.61
144,163,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Fatal,Early Morning,Snow,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1133.71
145,164,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1107.9
146,165,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1128.09
147,166,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1199.72
148,167,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,4,2,1128.03
149,168,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1128.74
150,170,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,617.92
151,171,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,634.15
152,172,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,818.98
153,173,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,803.16
154,174,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,2,2,675.89
155,176,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2401.85
156,177,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2576.49
157,178,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,2483.26
158,181,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,2239.33
159,182,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,3,1464.04
160,183,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1650.49
161,184,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,1557.95
162,185,2017.Feb,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1966.86
163,186,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1676.12
164,187,2017.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2142.38
165,188,2017.Feb,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2055.32
166,189,2017.Feb,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2594.75
167,190,2017.Feb,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2623.99
168,192,2017.Feb,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,5,5,2735.69
169,193,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,5,5,2450.75
170,194,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,5,5,2217.76
171,195,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,3,2387.35
172,198,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1957.22
173,199,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2770.95
174,201,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2856.12
175,203,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2340.64
176,205,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2248.49
177,206,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,2,2,2432.62
178,207,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,1,1824.38
179,208,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1833.76
180,209,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,1834.38
181,210,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,3,2,2853.57
182,211,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2200.16
183,212,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1869.2
184,213,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,1,1854.53
185,214,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1711.13
186,215,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1716.49
187,216,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1843.37
188,217,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1851.13
189,218,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,3197.54
190,219,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Car,Heavy Oil,1,1,2,2795.53
191,220,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2446.69
192,221,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2918.86
193,222,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2827.36
194,226,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1984.17
195,227,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,3,1717.46
196,228,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,3,2024.62
197,229,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,539.05
198,231,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,450.55
199,232,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,396.77
200,233,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,365.56
201,234,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,3,529.08
202,236,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1865.21
203,237,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2957.73
204,238,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2247.68
205,239,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,2,2,1936.48
206,240,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,2,2566.48
207,241,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,3,2,2868.43
208,242,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,2235.6
209,243,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,1,2431.88
210,244,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2535.74
211,245,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2237.01
212,246,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2522.4
213,247,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1241.42
214,248,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1693.31
215,251,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,1811.84
216,252,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2367.67
217,253,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2695.45
218,254,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,3,1843.27
219,255,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,3,2594.55
220,256,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2171.95
221,258,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2024.83
222,259,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1057.17
223,260,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1142.84
224,261,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,1465.03
225,262,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1168.0
226,264,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,1,958.86
227,265,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,2,2,760.34
228,266,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,2,926.32
229,267,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,868.52
230,268,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,692.62
231,269,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,2,697.32
232,270,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,1,795.37
233,271,2017.Mar,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2164.76
234,272,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1827.19
235,273,2017.Mar,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,2358.89
236,274,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,3,1931.73
237,275,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,3,2050.55
238,276,2017.Mar,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,2,2115.14
239,278,2017.Mar,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2147.27
240,280,2017.Mar,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1736.1
241,281,2017.Mar,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1617.19
